ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
CA23010071,"05/07/2023, 7:24:00 AM","05/07/2023, 10:31:31 PM",LETHBRIDGE,AB,T1H,1 Block AV, RMS] Assault - Bh/Weapon,Assault,Assault - Bh/Weapon
P23019980,"05/07/2023, 9:57:52 AM","05/07/2023, 10:31:24 PM",LETHBRIDGE,AB,.,900 Block 19 ST,ASSIST OTHER AGENCIES,Other,ASSIST OTHER AGENCIES
P23019981,"05/07/2023, 10:15:03 AM","05/07/2023, 10:31:25 PM",LETHBRIDGE,AB,.,500 Block COLUMBIA BD,DAMAGE/VANDALISM/MISCHIEF,Quality of Life,DAMAGE/VANDALISM/MISCHIEF
P23019983,"05/07/2023, 10:20:59 AM","05/07/2023, 10:31:25 PM",LETHBRIDGE,AB,.,2400 Block 5A AV,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23019984,"05/07/2023, 10:33:52 AM","05/07/2023, 10:31:25 PM",LETHBRIDGE,AB,.,3700 Block MAYOR MAGRATH DR,ALARMS,Other,ALARMS
P23019985,"05/07/2023, 10:46:46 AM","05/07/2023, 10:31:25 PM",LETHBRIDGE,AB,.,900 Block 13 ST,DOMESTIC DISTURBANCE/VIOLENCE,Other,DOMESTIC DISTURBANCE/VIOLENCE
P23019986,"05/07/2023, 10:50:49 AM","05/07/2023, 10:31:25 PM",LETHBRIDGE,AB,.,900 Block 13 ST,DOMESTIC DISTURBANCE/VIOLENCE,Other,DOMESTIC DISTURBANCE/VIOLENCE
CA23010057,"05/06/2023, 6:59:00 AM","05/07/2023, 10:31:30 PM",LETHBRIDGE,AB,.,1400 Block LAKEMOUNT BD, RMS] Accidental Deaths,Other,Accidental Deaths
RM23052411,"05/07/2023, 9:50:00 AM","05/07/2023, 10:31:27 PM",LETHBRIDGE,AB,.,200 Block 12B ST, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23009902,"05/05/2023, 12:50:00 PM","05/07/2023, 10:31:28 PM",LETHBRIDGE,AB,.,200 Block 10 ST, RMS] Mischief,Property Crime,Mischief
CA23010072,"05/07/2023, 8:00:00 AM","05/07/2023, 5:56:13 PM",LETHBRIDGE,AB,T1H,1500 Block 10 AV, RMS] Impaired Operation (Alcohol),Traffic,Impaired Operation (Alcohol)
P23019971,"05/07/2023, 8:54:16 AM","05/07/2023, 10:31:24 PM",LETHBRIDGE,AB,.,800 Block 3 AV,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23019973,"05/07/2023, 9:02:52 AM","05/07/2023, 10:31:24 PM",LETHBRIDGE,AB,.,900 Block 2 AV,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23019974,"05/07/2023, 9:04:01 AM","05/07/2023, 10:31:24 PM",LETHBRIDGE,AB,.,300 Block 11 ST,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019976,"05/07/2023, 9:22:19 AM","05/07/2023, 10:31:24 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019977,"05/07/2023, 9:26:07 AM","05/07/2023, 10:31:24 PM",LETHBRIDGE,AB,.,1000 Block MAYOR MAGRATH DR,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23019978,"05/07/2023, 9:29:17 AM","05/07/2023, 10:31:24 PM",LETHBRIDGE,AB,.,400 Block MAYOR MAGRATH DR,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019979,"05/07/2023, 9:35:07 AM","05/07/2023, 10:31:24 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
CA23009900,"05/05/2023, 1:40:00 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,500 Block UNIVERSITY DR, RMS] Shoplifting $5000 or Under,Theft,Shoplifting $5000 or Under
CA23009896,"05/04/2023, 11:02:00 PM","05/07/2023, 2:55:50 PM",LETHBRIDGE,AB,.,900 Block RED CROW BD, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
RM23052410,"05/07/2023, 7:46:00 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,2300 Block 9 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23010059,"05/07/2023, 3:40:00 AM","05/07/2023, 2:55:50 PM",LETHBRIDGE,AB,.,2300 Block 11 AV, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
P23019963,"05/07/2023, 7:55:25 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,200 Block 17 ST,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019964,"05/07/2023, 7:59:23 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,2600 Block SCENIC DR,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23019965,"05/07/2023, 8:00:43 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,1500 Block 10 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019967,"05/07/2023, 8:10:05 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,800 Block 2A AV,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23019968,"05/07/2023, 8:30:38 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,500 Block MAYOR MAGRATH DR,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23019970,"05/07/2023, 8:50:14 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,800 Block 5 AV,DECEASED PERSON,Other,DECEASED PERSON
P23019952,"05/07/2023, 6:58:01 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,2000 Block 3 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019953,"05/07/2023, 7:13:22 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,300 Block 13 ST,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019958,"05/07/2023, 7:34:59 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,900 Block 2 AV,ASSAULT,Assault,ASSAULT
P23019960,"05/07/2023, 7:40:07 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,.,2200 Block 9 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019959,"05/07/2023, 7:40:07 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,2000 Block 3 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019961,"05/07/2023, 7:48:17 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,.,900 Block 13 ST,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
RM23052409,"05/07/2023, 7:25:00 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,T1K 1N2,2500 Block SCENIC DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23010067,"05/07/2023, 6:00:00 AM","05/07/2023, 2:55:56 PM",LETHBRIDGE,AB,.,500 Block 7 ST, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
CA23009827,"05/04/2023, 10:11:00 PM","05/07/2023, 2:55:50 PM",LETHBRIDGE,AB,.,ST DAVID RD & ST EDWARD BD, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
CA23009818,"05/04/2023, 6:21:00 PM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,200 Block MAYOR MAGRATH DR, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
RM23052406,"05/07/2023, 5:58:00 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,.,1300 Block MAYOR MAGRATH DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052407,"05/07/2023, 5:53:00 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,T1J 1N7,500 Block 8 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052408,"05/07/2023, 6:30:00 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,T1J,1 Block ST & 6 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23010061,"05/07/2023, 2:11:00 AM","05/07/2023, 2:55:56 PM",LETHBRIDGE,AB,.,1100 Block 40 AV, RMS] Missing Pers Juv - Female,Other,Missing Pers Juv - Female
P23019942,"05/07/2023, 5:58:41 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,2000 Block MAYOR MAGRATH DR,THEFT (LARCENY),Theft,THEFT (LARCENY)
P23019943,"05/07/2023, 5:59:07 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,1800 Block 2A AV,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23019944,"05/07/2023, 6:01:37 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,300 Block SCENIC DR,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019945,"05/07/2023, 6:02:43 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,500 Block 7 ST,BURGLARY (BREAK-AND-ENTER)/HOME INVASION,Other,BURGLARY (BREAK-AND-ENTER)/HOME INVASION
P23019946,"05/07/2023, 6:16:03 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,400 Block MAYOR MAGRATH DR,THEFT (LARCENY),Theft,THEFT (LARCENY)
P23019947,"05/07/2023, 6:17:51 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,500 Block 5 AV,THEFT (LARCENY),Theft,THEFT (LARCENY)
P23019948,"05/07/2023, 6:20:56 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,1 Block LAKHOTA CR,DOMESTIC DISTURBANCE/VIOLENCE,Other,DOMESTIC DISTURBANCE/VIOLENCE
P23019949,"05/07/2023, 6:29:53 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,3700 Block 20 AV,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23019950,"05/07/2023, 6:34:02 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,4000 Block 20 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
RM23052405,"05/07/2023, 5:48:00 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,.,4800 Block MAYOR MAGRATH DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052403,"05/07/2023, 5:32:00 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,.,4000 Block MAYOR MAGRATH DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052402,"05/07/2023, 5:27:00 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,.,3200 Block MAYOR MAGRATH DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052404,"05/07/2023, 5:48:00 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,.,1500 Block MAYOR MAGRATH DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052401,"05/07/2023, 5:26:00 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,.,1000 Block MAYOR MAGRATH DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052398,"05/07/2023, 5:02:00 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,1400 Block LAKEMOUNT BD, RMS] Conditional Sentence Order,Other,Conditional Sentence Order
CA23009925,"05/06/2023, 11:14:00 PM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,.,FAIRMONT GT & 44 ST, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052400,"05/07/2023, 5:23:00 AM","05/07/2023, 2:55:53 PM",LETHBRIDGE,AB,.,1 Block HW & 43 ST, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052399,"05/07/2023, 4:58:00 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,2000 Block 3 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
P23019926,"05/07/2023, 4:56:43 AM","05/07/2023, 2:55:50 PM",LETHBRIDGE,AB,.,1200 Block 13 ST,FRAUD/DECEPTION,Other,FRAUD/DECEPTION
P23019927,"05/07/2023, 4:57:48 AM","05/07/2023, 2:55:50 PM",LETHBRIDGE,AB,.,200 Block 3 AV,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23019928,"05/07/2023, 5:04:48 AM","05/07/2023, 2:55:50 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23019929,"05/07/2023, 5:10:10 AM","05/07/2023, 2:55:50 PM",LETHBRIDGE,AB,.,1200 Block 6 AV,MISSING/RUNAWAY/FOUND PERSON,Other,MISSING/RUNAWAY/FOUND PERSON
P23019930,"05/07/2023, 5:11:07 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,4300 Block 24 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019931,"05/07/2023, 5:19:47 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,2600 Block 16 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019932,"05/07/2023, 5:22:29 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,1400 Block LAKEVIEW DR,DAMAGE/VANDALISM/MISCHIEF,Quality of Life,DAMAGE/VANDALISM/MISCHIEF
P23019933,"05/07/2023, 5:24:05 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,1000 Block MAYOR MAGRATH DR,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019939,"05/07/2023, 5:47:19 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,500 Block 8 ST,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019940,"05/07/2023, 5:47:24 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,100 Block BRIDGE DR,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23019941,"05/07/2023, 5:52:20 AM","05/07/2023, 2:55:51 PM",LETHBRIDGE,AB,.,1300 Block MAYOR MAGRATH DR,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
CA23009805,"05/04/2023, 12:04:00 AM","05/07/2023, 2:56:04 PM",LETHBRIDGE,AB,.,200 Block MT SUNBURST WY, RMS] Harassing Communications - 372(3) CC,Other,Harassing Communications - 372(3) CC
CA23009794,"05/03/2023, 8:09:00 PM","05/07/2023, 2:56:03 PM",LETHBRIDGE,AB,.,1 Block AV & 19 ST, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
RM23052394,"05/07/2023, 4:22:00 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,2500 Block PARKSIDE DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23010049,"05/07/2023, 3:17:00 AM","05/07/2023, 2:55:56 PM",LETHBRIDGE,AB,.,1 Block MT BLAKISTON RD, RMS] Check On Welfare,Other,Check On Welfare
RM23052395,"05/07/2023, 4:27:00 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,600 Block MAYOR MAGRATH DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052397,"05/07/2023, 4:46:00 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,1 Block ST & 18 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23052396,"05/07/2023, 4:40:00 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,T1H 6W3,2600 Block 28 ST, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23010056,"05/07/2023, 4:04:00 AM","05/07/2023, 2:55:56 PM",LETHBRIDGE,AB,.,300 Block 18 ST, RMS] Bylaw - Certain Noise,Quality of Life,Bylaw - Certain Noise
CA23009317,"04/29/2023, 11:40:00 AM","05/07/2023, 2:56:00 PM",LETHBRIDGE,AB,.,500 Block 6 AV, RMS] Shoplifting $5000 or Under,Theft,Shoplifting $5000 or Under
P23019909,"05/07/2023, 3:54:03 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,1 Block KEYSTONE TE,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23019910,"05/07/2023, 3:57:34 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,400 Block STAFFORD DR,ALARMS,Other,ALARMS
P23019911,"05/07/2023, 4:02:32 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,400 Block SCENIC DR,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019912,"05/07/2023, 4:02:53 AM","05/07/2023, 2:56:11 PM",LETHBRIDGE,AB,.,400 Block 21 ST,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23019913,"05/07/2023, 4:04:31 AM","05/07/2023, 2:56:11 PM",LETHBRIDGE,AB,.,300 Block 18 ST,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23019914,"05/07/2023, 4:05:01 AM","05/07/2023, 2:56:11 PM",LETHBRIDGE,AB,.,500 Block 13 ST,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23019915,"05/07/2023, 4:11:05 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,100 Block IROQUOIS CR,MISSING/RUNAWAY/FOUND PERSON,Other,MISSING/RUNAWAY/FOUND PERSON
P23019916,"05/07/2023, 4:16:09 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,600 Block 7 AV,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23019917,"05/07/2023, 4:18:39 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,500 Block 1 AV,THEFT (LARCENY),Theft,THEFT (LARCENY)
P23019918,"05/07/2023, 4:19:46 AM","05/07/2023, 2:55:49 PM",LETHBRIDGE,AB,.,800 Block MAYOR MAGRATH DR,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019920,"05/07/2023, 4:24:02 AM","05/07/2023, 2:55:50 PM",LETHBRIDGE,AB,.,1 Block RYERSON PL,THEFT FROM VEHICLE,Theft from Vehicle,THEFT FROM VEHICLE
P23019923,"05/07/2023, 4:42:25 AM","05/07/2023, 2:55:50 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,ASSAULT,Assault,ASSAULT
P23019924,"05/07/2023, 4:46:18 AM","05/07/2023, 2:55:50 PM",LETHBRIDGE,AB,.,1100 Block 5 AV,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23019892,"05/07/2023, 2:59:13 AM","05/07/2023, 2:56:09 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23019893,"05/07/2023, 2:59:49 AM","05/07/2023, 2:56:09 PM",LETHBRIDGE,AB,.,100 Block COLUMBIA BD,HARASSMENT/STALKING/THREAT,Other,HARASSMENT/STALKING/THREAT
P23019894,"05/07/2023, 3:11:29 AM","05/07/2023, 2:56:09 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING),Quality of Life,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING)
P23019895,"05/07/2023, 3:12:40 AM","05/07/2023, 2:56:09 PM",LETHBRIDGE,AB,.,300 Block 17 ST,TRAFFIC VIOLATION/COMPLAINT/HAZARD,Proactive Policing,TRAFFIC VIOLATION/COMPLAINT/HAZARD
P23019896,"05/07/2023, 3:16:05 AM","05/07/2023, 2:56:09 PM",LETHBRIDGE,AB,.,3400 Block 4 AV,ALARMS,Other,ALARMS
P23019898,"05/07/2023, 3:17:17 AM","05/07/2023, 2:56:09 PM",LETHBRIDGE,AB,.,1 Block MT BLAKISTON RD,DOMESTIC DISTURBANCE/VIOLENCE,Other,DOMESTIC DISTURBANCE/VIOLENCE
P23019899,"05/07/2023, 3:21:26 AM","05/07/2023, 2:56:09 PM",LETHBRIDGE,AB,.,1200 Block 9 AV,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23019900,"05/07/2023, 3:31:46 AM","05/07/2023, 2:56:09 PM",LETHBRIDGE,AB,.,200 Block SCENIC DR,SAFE WALK,Other,SAFE WALK
P23019901,"05/07/2023, 3:33:36 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,1 Block KEYSTONE TE,PARKING COMMISSIONAIRE,Other,PARKING COMMISSIONAIRE
P23019902,"05/07/2023, 3:37:44 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,THEFT (LARCENY),Theft,THEFT (LARCENY)
P23019903,"05/07/2023, 3:38:40 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING),Quality of Life,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING)
P23019904,"05/07/2023, 3:44:54 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,600 Block 4 AV,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23019905,"05/07/2023, 3:45:41 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,2300 Block 11 AV,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23019906,"05/07/2023, 3:49:02 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,1400 Block LAKEMOUNT BD,DECEASED PERSON,Other,DECEASED PERSON
P23019907,"05/07/2023, 3:50:07 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,3100 Block 26 AV,ASSAULT,Assault,ASSAULT
P23019908,"05/07/2023, 3:50:15 AM","05/07/2023, 2:56:10 PM",LETHBRIDGE,AB,.,2700 Block WESTSIDE DR,HARASSMENT/STALKING/THREAT,Other,HARASSMENT/STALKING/THREAT
CA23010046,"05/07/2023, 2:45:00 AM","05/07/2023, 2:55:56 PM",LETHBRIDGE,AB,.,1 Block BLACKFOOT RD," RMS] Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)",Other,"Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)"
P23019881,"05/07/2023, 1:57:21 AM","05/07/2023, 2:56:07 PM",LETHBRIDGE,AB,.,500 Block 6 AV,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23019882,"05/07/2023, 2:02:31 AM","05/07/2023, 2:56:07 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING),Quality of Life,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING)
P23019883,"05/07/2023, 2:03:32 AM","05/07/2023, 2:56:07 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING),Quality of Life,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING)
P23019884,"05/07/2023, 2:04:57 AM","05/07/2023, 2:56:08 PM",LETHBRIDGE,AB,.,700 Block 5 AV,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23019885,"05/07/2023, 2:06:29 AM","05/07/2023, 2:56:08 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING),Quality of Life,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING)
P23019886,"05/07/2023, 2:11:18 AM","05/07/2023, 2:56:08 PM",LETHBRIDGE,AB,.,100 Block 1 AV,THEFT (LARCENY),Theft,THEFT (LARCENY)
P23019887,"05/07/2023, 2:13:19 AM","05/07/2023, 2:56:08 PM",LETHBRIDGE,AB,.,1100 Block 20 ST,SUPPLEMENTAL,Other,SUPPLEMENTAL
P23019888,"05/07/2023, 2:27:41 AM","05/07/2023, 2:56:08 PM",LETHBRIDGE,AB,.,200 Block 4 ST,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23019889,"05/07/2023, 2:30:18 AM","05/07/2023, 2:56:08 PM",LETHBRIDGE,AB,.,1300 Block 6 AV,SUICIDAL PERSON/ATTEMPTED SUICIDE,Other,SUICIDAL PERSON/ATTEMPTED SUICIDE
P23019890,"05/07/2023, 2:32:15 AM","05/07/2023, 2:56:08 PM",LETHBRIDGE,AB,.,200 Block 13 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23019891,"05/07/2023, 2:48:11 AM","05/07/2023, 2:56:08 PM",LETHBRIDGE,AB,.,1 Block BLACKFOOT RD,DOMESTIC DISTURBANCE/VIOLENCE,Other,DOMESTIC DISTURBANCE/VIOLENCE
RM23052393,"05/07/2023, 2:32:00 AM","05/07/2023, 2:55:52 PM",LETHBRIDGE,AB,.,1 Block MCGILL BD, RMS] Impaired Operation (Alcohol),Traffic,Impaired Operation (Alcohol)
P23019870,"05/07/2023, 12:56:53 AM","05/07/2023, 2:56:06 PM",LETHBRIDGE,AB,.,3400 Block SPRUCE DR,DOMESTIC DISTURBANCE/VIOLENCE,Other,DOMESTIC DISTURBANCE/VIOLENCE
P23019871,"05/07/2023, 12:58:37 AM","05/07/2023, 2:56:07 PM",LETHBRIDGE,AB,.,1 Block 3 ST,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23019874,"05/07/2023, 1:16:55 AM","05/07/2023, 2:56:07 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
